Time,Seconds_Mid,LeftHeel_Dist,RightHeel_Dist,LeftToe_Dist,RightToe_Dist,noStep,
11:41:41.AM,42101.066,1.87346541583161,1.901978284474,1.89344068283663,1.89595127068401,1,
11:41:41.AM,42101.099,1.87738048047169,1.90641172565537,1.8943814290793,1.8979374620725,1,
11:41:41.AM,42101.132,1.87764773624571,1.90636590112075,1.89079915795024,1.8943027676297,1,
11:41:41.AM,42101.165,1.87621929569328,1.90628248064449,1.8830928199257,1.88939511126773,1,
11:41:41.AM,42101.198,1.88930665319319,1.9203839829761,1.88702485895263,1.89465396064585,1,
11:41:41.AM,42101.231,1.88850438811987,1.91529102657397,1.88695528924158,1.89383224700241,1,
11:41:41.AM,42101.264,1.89535854372687,1.92559777251295,1.89360684696852,1.89902334154991,1,
11:41:41.AM,42101.297,1.885419997583,1.91508653190741,1.89350163337093,1.89994039309241,1,
11:41:41.AM,42101.33,1.88063582259585,1.91191833416268,1.89290097402844,1.89982322015323,1,
11:41:41.AM,42101.363,1.87339476915152,1.90684458356821,1.88513529001477,1.89523512969608,1,
11:41:41.AM,42101.396,1.87406595585878,1.90642739249142,1.87822676713982,1.88440765682049,1,
11:41:41.AM,42101.429,1.86549949486298,1.89575645490896,1.87350121912201,1.88141470282722,1,
11:41:41.AM,42101.462,1.88010660698462,1.91439484937505,1.87477367132732,1.89053528768997,1,
11:41:41.AM,42101.495,1.88005140729533,1.90895429196411,1.89729858221441,1.90634866833296,1,
11:41:41.AM,42101.528,1.87797937842872,1.90846707634534,1.89656835871747,1.9057524994321,1,
11:41:41.AM,42101.561,1.87295373600994,1.89814464211121,1.88435267943607,1.89476722286295,1,
